type        entry_flag  entry_name                              entry_disp                              version                 latest                  release         support         web_regexp                                                                                                                                      web_path                                                                                                                                        web_tstamp                                      web_size        web_check                                       web_status      iso_path                                                                                iso_tstamp                                      iso_size        iso_volume                                  rmk_path                                                                                rmk_tstamp                                      rmk_size        rmk_volume                                  ldr_initrd                                                                              ldr_kernel                                                                              cfg_path                                                                                cfg_tstamp                                      lnk_path                                                                                create_flag 
live        o           ubuntu-desktop-25.04                    Ubuntu%2025.04%20Desktop                ubuntu-25.04            ubuntu-25.04            2025-04-17      2026-01-xx      https://releases.ubuntu.com/25.04/ubuntu-25.04[0-9.]*-desktop-amd64.iso                                                                         https://releases.ubuntu.com/25.04/ubuntu-25.04-desktop-amd64.iso                                                                                2025-04-15%2018:47:56+0000                      6278520832      -                                               200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.04-desktop-amd64.iso                               2025-04-15%2018:47:56+0000                      6278520832      Ubuntu%2025.04%20amd64                      :_DIRS_RMAK_:/ubuntu-25.04-desktop-amd64_nocloud.iso                                    2026-01-03%2021:54:03+0000                      6278893568      Ubuntu%2025.04%20amd64                      :_DIRS_LOAD_:/ubuntu-desktop-25.04/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.04/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/-                                                                 -                                               -                                                                                       c           
live        o           ubuntu-desktop-25.10                    Ubuntu%2025.10%20Desktop                ubuntu-25.10            ubuntu-25.10            20xx-xx-xx      20xx-xx-xx      https://releases.ubuntu.com/25.10/ubuntu-25.10[0-9.]*-desktop-amd64.iso                                                                         https://releases.ubuntu.com/25.10/ubuntu-25.10-desktop-amd64.iso                                                                                2025-10-07%2003:55:53+0000                      5702520832      -                                               200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.10-desktop-amd64.iso                               2025-10-07%2003:55:53+0000                      5702520832      Ubuntu%2025.10%20amd64                      :_DIRS_RMAK_:/ubuntu-25.10-desktop-amd64_nocloud.iso                                    2026-01-03%2021:56:24+0000                      5702887424      Ubuntu%2025.10%20amd64                      :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/-                                                                 -                                               -                                                                                       c           
live        x           ubuntu-desktop-25.10-beta               Ubuntu%2025.10%20Desktop                ubuntu-25.10            ubuntu-25.10            20xx-xx-xx      20xx-xx-xx      https://releases.ubuntu.com/25.10/ubuntu-25.10[0-9.]*-beta-desktop-amd64.iso                                                                    -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.10-beta-desktop-amd64.iso                          -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-25.10-beta-desktop-amd64_nocloud.iso                               -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/-                                                                 -                                               -                                                                                       -           
live        x           ubuntu-desktop-25.10-snapshot           Ubuntu%2025.10%20Desktop                ubuntu-25.10            ubuntu-25.10            20xx-xx-xx      20xx-xx-xx      http://ubuntutym2.u-toyama.ac.jp/ubuntu-dvd/25.10/snapshot-4/ubuntu-25.10-snapshot[0-9]*-desktop-amd64.iso                                      -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.10-snapshot4-desktop-amd64.iso                     -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-25.10-snapshot4-desktop-amd64_nocloud.iso                          -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/-                                                                 -                                               -                                                                                       -           
live        x           ubuntu-desktop-25.10-daily-build        Ubuntu%2025.10%20Desktop                ubuntu-25.10            ubuntu-25.10            20xx-xx-xx      20xx-xx-xx      https://cdimage.ubuntu.com/daily-live/current/questing-desktop-amd64.iso                                                                        -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/ubuntu/questing-desktop-amd64.iso                                   -                                               -               -                                           :_DIRS_RMAK_:/questing-desktop-amd64_nocloud.iso                                        -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/-                                                                 -                                               -                                                                                       -           
live        o           almalinux-live-10                       Alma%20Linux%2010%20Live                almalinux-10            almalinux-10.0          2025-05-27      20xx-xx-xx      https://repo.almalinux.org/almalinux/10/live/x86_64/AlmaLinux-10-latest-x86_64-Live-GNOME.iso                                                   https://repo.almalinux.org/almalinux/10/live/x86_64/AlmaLinux-10-latest-x86_64-Live-GNOME.iso                                                   2025-11-24%2016:57:15+0000                      1804789760      2026-01-04%2000:23:57+0000                      200             :_DIRS_ISOS_:/linux/almalinux/AlmaLinux-10-latest-x86_64-Live-GNOME.iso                 2025-11-24%2016:57:15+0000                      1804789760      AlmaLinux-10_1-x86_64-GNOME                 :_DIRS_RMAK_:/AlmaLinux-10-latest-x86_64-Live-GNOME_kickstart.iso                       -                                               -               -                                           :_DIRS_LOAD_:/almalinux-live-10/images/pxeboot/initrd.img                               :_DIRS_LOAD_:/almalinux-live-10/images/pxeboot/vmlinuz                                  :_DIRS_CONF_:/kickstart/-                                                               -                                               -                                                                                       c           
live        m           menu-entry                              %20                                     -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
tool        m           menu-entry                              System%20tools                          -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
tool        o           memtest86plus                           Memtest86+%208.00                       memtest86plus           memtest86plus           20xx-xx-xx      20xx-xx-xx      https://www.memtest.org/download/v8.00/mt86plus_8.00_x86_64.grub.iso.zip                                                                        -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/memtest86plus/grub-memtest.iso                                      2025-11-23%2008:53:14+0000                      19996672        MT86PLUS_64                                 -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/memtest86plus/EFI/BOOT/memtest                                            :_DIRS_LOAD_:/memtest86plus/boot/memtest                                                -                                                                                       -                                               -                                                                                       -           
tool        =           winpe-x86                               WinPE%20x86                             winpe-x86               winpe-x86               20xx-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/winpe/WinPEx86.iso                                                -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
tool        o           winpe-x64                               WinPE%20x64                             winpe-x64               winpe-x64               20xx-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/winpe/WinPEx64.iso                                                2024-10-21%2012:19:39+0000                      469428224       DVD_ROM                                     -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
tool        o           ati2020x86                              Acronis%20True%20Image%202020x86        ati2020x86              ati2020x86              20xx-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/ati/WinPE_ATI2020x86.iso                                          2022-01-28%2013:07:12+0000                      555139072       DVD_ROM                                     -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
tool        o           ati2020x64                              Acronis%20True%20Image%202020x64        ati2020x64              ati2020x64              20xx-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/ati/WinPE_ATI2020x64.iso                                          2022-01-28%2013:12:34+0000                      630548480       DVD_ROM                                     -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
tool        o           aomei-backupper                         AOMEI%20Backupper%20Standard            aomei-backupper         aomei-backupper         20xx-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/aomei/ampe.iso                                                    2025-07-11%2014:41:55+0000                      885391360       2025.07.11_2341                             -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
tool        m           menu-entry                              %20                                     -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
clive       m           menu-entry                              Custom%20Live%20Media                   -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
clive       =           live-debian-11-bullseye                 Live%20Debian%2011                      debian-11.0             debian-11.0             2021-08-14      2024-08-15      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_RMAK_:/live-debian-11.0iso                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/live-debian-11-bullseye/live/initrd.img                                   :_DIRS_LOAD_:/live-debian-11-bullseye/live/vmlinuz                                      :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
clive       =           live-debian-12-bookworm                 Live%20Debian%2012                      debian-12.0             debian-12.0             2023-06-10      2026-06-10      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_RMAK_:/live-debian-12.0.iso                                                      -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/live-debian-12-bookworm/live/initrd.img                                   :_DIRS_LOAD_:/live-debian-12-bookworm/live/vmlinuz                                      :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
clive       o           live-debian-13-trixie                   Live%20Debian%2013                      debian-13.0             debian-13.0             2025-08-09      2028-08-09      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_RMAK_:/live-debian-13.0.iso                                                      -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/live-debian-13-trixie/live/initrd.img-6.12.48+deb13-amd64                 :_DIRS_LOAD_:/live-debian-13-trixie/live/vmlinuz-6.12.48+deb13-amd64                    :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
clive       =           live-debian-14-forky                    Live%20Debian%2014                      debian-14.0             debian-14.0             20xx-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_RMAK_:/live-debian-14.0.iso                                                      -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/live-debian-14-forky/live/initrd.img                                      :_DIRS_LOAD_:/live-debian-14-forky/live/vmlinuz                                         :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
clive       =           live-debian-xx-unstable                 Live%20Debian%20xx                      debian-sid              debian-sid              20xx-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_RMAK_:/live-debian-xx.iso                                                        -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/live-debian-xx-unstable/live/initrd.img                                   :_DIRS_LOAD_:/live-debian-xx-unstable/live/vmlinuz                                      :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
clive       =           live-ubuntu-22.04-jammy                 Live%20Ubuntu%2022.04                   ubuntu-22.04            ubuntu-22.04            2022-04-21      2027-06-01      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_RMAK_:/live-ubuntu-22.04.iso                                                     -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/live-ubuntu-22.04-jammy/live/initrd.img                                   :_DIRS_LOAD_:/live-ubuntu-22.04-jammy/live/vmlinuz                                      :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
clive       =           live-ubuntu-24.04-noble                 Live%20Ubuntu%2024.04                   ubuntu-24.04            ubuntu-24.04            2024-04-25      2029-05-31      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_RMAK_:/live-ubuntu-24.04.iso                                                     -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/live-ubuntu-24.04-noble/live/initrd.img                                   :_DIRS_LOAD_:/live-ubuntu-24.04-noble/live/vmlinuz                                      :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
clive       =           live-ubuntu-24.10-oracular              Live%20Ubuntu%2024.10                   ubuntu-24.10            ubuntu-24.10            2024-10-10      2025-07-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_RMAK_:/live-ubuntu-24.10.iso                                                     -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/live-ubuntu-24.10-oracular/live/initrd.img                                :_DIRS_LOAD_:/live-ubuntu-24.10-oracular/live/vmlinuz                                   :_DIRS_CONF_:/nocloud/-                                                                 -                                               -                                                                                       -           
clive       =           live-ubuntu-25.04-plucky                Live%20Ubuntu%2025.04                   ubuntu-25.04            ubuntu-25.04            2025-04-17      2026-01-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_RMAK_:/live-ubuntu-25.04.iso                                                     -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/live-ubuntu-25.04-plucky/live/initrd.img                                  :_DIRS_LOAD_:/live-ubuntu-25.04-plucky/live/vmlinuz                                     :_DIRS_CONF_:/nocloud/-                                                                 -                                               -                                                                                       -           
clive       =           live-ubuntu-25.10-questing              Live%20Ubuntu%2025.10                   ubuntu-25.10            ubuntu-25.10            20xx-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_RMAK_:/live-ubuntu-25.10.iso                                                     -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/live-ubuntu-25.10-questing/live/initrd.img-6.17.0-6-generic               :_DIRS_LOAD_:/live-ubuntu-25.10-questing/live/vmlinuz-6.17.0-6-generic                  :_DIRS_CONF_:/nocloud/-                                                                 -                                               -                                                                                       -           
clive       o           live-almalinux-10                       Live%20Alma%20Linux%2010                almalinux-10            almalinux-10            20xx-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_RMAK_:/live-alma-10.iso                                                          -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/live-almalinux-10/LiveOS/initrd/initrd.img                                :_DIRS_LOAD_:/live-almalinux-10/LiveOS/vmlinuz-6.12.0-55.40.1.el10_0.x86_64             :_DIRS_CONF_:/kickstart/-                                                               -                                               -                                                                                       -           
clive       m           menu-entry                              %20                                     -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
cnetinst    m           menu-entry                              Custom%20Initramfs%20boot               -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
cnetinst    =           netinst-debian-11                       Net%20Installer%20Debian%2011           debian-11.0             debian-11.0             2021-08-14      2024-08-15      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_RMAK_:/netinst-debian-11-amd64.iso                                               -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/netinst-debian-11/initrd.gz_debian-11                                     :_DIRS_LOAD_:/netinst-debian-11/linux_debian-11                                         :_DIRS_CONF_:/preseed/ps_debian_server_old.cfg                                          -                                               -                                                                                       -           
cnetinst    =           netinst-debian-12                       Net%20Installer%20Debian%2012           debian-12.0             debian-12.0             2023-06-10      2026-06-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_RMAK_:/netinst-debian-12-amd64.iso                                               -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/netinst-debian-12/initrd.gz_debian-12                                     :_DIRS_LOAD_:/netinst-debian-12/linux_debian-12                                         :_DIRS_CONF_:/preseed/ps_debian_server.cfg                                              -                                               -                                                                                       -           
cnetinst    =           netinst-debian-13                       Net%20Installer%20Debian%2013           debian-13.0             debian-13.0             2025-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_RMAK_:/netinst-debian-13-amd64.iso                                               -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/netinst-debian-13/initrd.gz_debian-13                                     :_DIRS_LOAD_:/netinst-debian-13/linux_debian-13                                         :_DIRS_CONF_:/preseed/ps_debian_server.cfg                                              -                                               -                                                                                       -           
cnetinst    =           netinst-debian-sid                      Net%20Installer%20Debian%20sid          debian-sid              debian-sid              20xx-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_RMAK_:/netinst-debian-sid-amd64.iso                                              -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/netinst-debian-sid/initrd.gz_debian-sid                                   :_DIRS_LOAD_:/netinst-debian-sid/linux_debian-sid                                       :_DIRS_CONF_:/preseed/ps_debian_server.cfg                                              -                                               -                                                                                       -           
